filename,interval_label,start,end,step,stepnumber,f0,jumpkilleffect
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.161,12,0.209647598024325,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.174,13,0.158005131805784,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.187,14,0.102431043871977,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.201,15,0.0423696368762939,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.214,16,-0.0228544033761719,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.227,17,-0.0940564580939585,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.241,18,-0.16763050576346,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.254,19,-0.209531733502244,1
009data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.689,2.97,0.268,20,-0.246654118298043,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.013,1,-0.132450800296797,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.026,2,-0.1317127040294,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.04,3,-0.123106402301865,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.053,4,-0.116395831175749,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.066,5,-0.124929988022619,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.079,6,-0.0983800677563631,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.092,7,-0.0662221625072979,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.105,8,-0.035819724431561,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.119,9,-0.00700390895051964,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.132,10,0.020359505363116,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.145,11,0.0464009689160067,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.158,12,0.0712235707359056,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.171,13,0.093408091892441,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.185,14,0.0766441488052682,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.198,15,0.0681499378051387,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.211,16,0.0580573142690952,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.224,17,0.0423815021108542,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.237,18,0.0249709291649276,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.251,19,0.00697007100367558,1
009dyret-unasp-alv-high-st-NA-NA-NA-NA-NA,dyret,2.354,2.63,0.264,20,-0.0126353669570782,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.017,1,-0.168001864370449,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.035,2,-0.160405067649361,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.052,3,-0.135906303446982,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.07,4,-0.119225635922235,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.087,5,-0.103246480722258,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.104,6,-0.0820765041024681,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.122,7,-0.0504240663061284,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.139,8,-0.0354232863708402,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.157,9,-0.0208261431426409,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.174,10,-0.00660739408994609,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.192,11,0.00724364147195742,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.209,12,0.0207464806058755,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.226,13,0.0179437270363128,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.244,14,0.028311933118485,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.261,15,0.0315640803988644,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.279,16,0.0210617992496274,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.296,17,0.0177727302605649,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.313,18,0.00919989171463585,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.331,19,0.00657727081738159,1
009fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,3.022,3.387,0.348,20,0.00657727081738159,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.011,1,-0.178410292854851,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.023,2,-0.169313003526177,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.034,3,-0.159947139713316,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.046,4,-0.15286228868144,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.057,5,-0.135597337071796,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.069,6,-0.118562034608573,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.08,7,-0.0962124423175684,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.092,8,-0.066896933581259,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.103,9,-0.0434904078168902,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.114,10,-0.0127242170298926,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.126,11,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.137,12,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.149,13,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.16,14,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.172,15,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.183,16,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.195,17,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.206,18,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.217,19,0.0126129729815524,1
009mine-nasal-bilab-high-nst-dine-unasp-alv-high-nst,mine,1.961,2.201,0.229,20,0.0126129729815524,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.014,1,-0.10298143631643,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.028,2,-0.0823258147264554,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.043,3,-0.0632258986313907,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.057,4,-0.0505571337143171,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.071,5,-0.0226752034010958,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.085,6,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.099,7,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.114,8,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.128,9,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.142,10,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.156,11,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.17,12,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.185,13,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.199,14,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.213,15,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.227,16,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.241,17,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.256,18,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.27,19,0,1
009nEbet-nasal-alv-low-st-NA-NA-NA-NA-NA,nEbet,2.442,2.74,0.284,20,0,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.015,1,-0.249774570496523,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.029,2,-0.224753139068936,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.044,3,-0.196857422746918,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.058,4,-0.171898924816041,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.073,5,-0.137305832507527,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.088,6,-0.103149537186842,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.102,7,-0.0735547486832553,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.117,8,-0.0450005982583908,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.132,9,-0.0133643419266353,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.146,10,-0.00645610306392882,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.161,11,0.00642734047702658,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.175,12,0.0385379896711757,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.19,13,0.084872922458216,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.205,14,0.127493156331428,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.219,15,0.166899891228133,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.234,16,0.154523009786573,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.249,17,0.141437159015699,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.263,18,0.14991604222988,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.278,19,0.151104543305128,1
009nabo-nasal-alv-low-nst-NA-NA-NA-NA-NA,nabo,2.193,2.5,0.292,20,0.151104543305128,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.011,1,-0.131105076815677,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.022,2,-0.11786334965536,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.033,3,-0.0964766791298191,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.044,4,-0.0840477688794133,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.055,5,-0.0769039122639687,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.067,6,-0.074733650734189,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.078,7,-0.0612871483030577,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.089,8,-0.0376408166941589,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.1,9,-0.0222633826723766,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.111,10,-0.00730314973702355,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.122,11,0.00726636616778988,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.133,12,0.0214594581821906,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.144,13,0.03528963938277,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.155,14,0.0487793973258747,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.166,15,0.0587466889902155,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.177,16,0.0549973835376049,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.189,17,0.0524275828119877,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.2,18,0.0500842343165018,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.211,19,0.044608016125855,1
009nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,2.03,2.263,0.222,20,0.0458059170931599,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.011,1,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.022,2,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.033,3,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.044,4,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.055,5,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.067,6,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.078,7,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.089,8,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.1,9,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.111,10,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.122,11,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.133,12,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.144,13,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.155,14,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.166,15,0,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.177,16,-0.010185441864019,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.189,17,-0.0407051354620577,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.2,18,-0.0678442310150991,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.211,19,-0.0938817382029208,1
009pita-asp-bilab-high-nst-NA-NA-NA-NA-NA,pita,3.377,3.61,0.222,20,-0.12029996752781,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.014,1,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.027,2,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.041,3,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.054,4,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.068,5,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.082,6,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.095,7,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.109,8,0.0169270663247692,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.122,9,-0.0079048922505286,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.136,10,-0.00271966010241211,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.149,11,-0.00174447785447427,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.163,12,0.00351026771004029,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.177,13,0.00174237101419774,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.19,14,-0.00747205399185066,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.204,15,-0.0120122493926892,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.217,16,-0.0216058032325796,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.231,17,-0.034728209812316,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.245,18,-0.0578773770288871,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.258,19,-0.0503219071466597,1
009timian-asp-alv-high-st-NA-NA-NA-NA-NA,timian,2.235,2.52,0.272,20,-0.0467841763376315,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.015,1,0.0370783906245442,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.031,2,0.0127412350855423,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.046,3,0.0141997528581852,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.062,4,0.0329866792682545,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.077,5,0.0514412780802084,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.093,6,0.0613980276310952,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.108,7,0.0998097716548901,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.124,8,0.102432482006082,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.139,9,0.0562289260561509,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.155,10,0.0227059748005156,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.17,11,-0.0128547633302243,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.186,12,-0.0506710896407787,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.201,13,-0.0910183839018088,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.217,14,-0.134197914201965,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.232,15,-0.180591214856516,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.248,16,-0.230628758354598,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.263,17,-0.28485935357315,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.279,18,-0.34392344663478,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.294,19,-0.404089327324328,1
009torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,2.093,2.418,0.31,20,-0.450421073733128,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.01,1,-0.0495926437881196,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.019,2,-0.0495926437881196,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.029,3,-0.0539028888079711,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.039,4,-0.050478676944476,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.049,5,-0.0383581499307111,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.058,6,-0.0307002190454714,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.068,7,-0.0184815764894713,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.078,8,-0.0139341293742704,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.088,9,-0.0103248263942696,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.097,10,-0.0078184376150389,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.107,11,0.0242451300451131,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.117,12,0.0544376249171284,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.126,13,0.0829440768472384,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.136,14,0.0691520318449625,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.146,15,0.0468237943870417,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.156,16,0.0286961924952048,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.165,17,0.00777629521812649,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.175,18,0.00777629521812649,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.185,19,0.00777629521812649,1
009tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.836,2.041,0.195,20,0.00777629521812649,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.016,1,-0.159909445128091,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.031,2,-0.0988511548334497,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.047,3,-0.0380790308556654,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.063,4,-0.00390767254095727,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.078,5,0.038482661861662,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.094,6,0.0631845418900679,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.109,7,0.0795769608187598,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.125,8,0.0726521538774803,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.141,9,0.054368257846244,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.156,10,0.0365396653509631,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.172,11,0.0243390317950209,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.188,12,0.013970200915287,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.203,13,0.0060291060769554,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.219,14,0.0010956536785399,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.235,15,-0.00109648640436616,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.25,16,-0.0218748507682385,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.266,17,-0.0350412413705997,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.281,18,-0.0558367520371571,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.297,19,-0.0713941402964031,1
010Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.189,2.518,0.313,20,-0.0943965817795859,1
010Polen-asp-bilab-high-st-Portugal-asp-bilab-low-nst,Polen,1.887,2.135,0.012,1,-0.0617312380659591,1
010Polen-asp-bilab-high-st-Portugal-asp-bilab-low-nst,Polen,1.887,2.135,0.024,2,-0.064190799809699,1
010Polen-asp-bilab-high-st-Portugal-asp-bilab-low-nst,Polen,1.887,2.135,0.035,3,-0.0578071497287696,1
010Polen-asp-bilab-high-st-Portugal-asp-bilab-low-nst,Polen,1.887,2.135,0.047,4,-0.0551882402425543,1
