filename,interval_label,start,end,step,stepnumber,f0,jumpkilleffect
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.09,7,-0.0468482268533905,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.102,8,-0.0502050879679646,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.115,9,-0.0507138995878438,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.128,10,-0.0399217944373189,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.141,11,-0.0251704696648022,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.154,12,-0.00622909537181737,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.166,13,0.00938140459565731,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.179,14,0.0400780759600114,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.192,15,0.0557315331279986,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.205,16,0.0688770162324862,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.218,17,0.0826092655561404,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.23,18,0.100625924754851,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.243,19,0.111829970412448,1
015damen-unasp-alv-low-nst-NA-NA-NA-NA-NA,damen,2.945,3.214,0.256,20,0.120342733253394,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.014,1,-0.0466882874340275,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.027,2,-0.0500688774929242,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.041,3,-0.0517288097902157,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.055,4,-0.0518439757068961,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.068,5,-0.0553999536688908,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.082,6,-0.0566909396658922,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.096,7,-0.0559795451627975,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.11,8,-0.0461920204256508,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.123,9,-0.0354113756103468,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.137,10,-0.0214487968808257,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.151,11,0.0211345797231736,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.164,12,0.0549192002942319,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.178,13,0.0303624981603748,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.192,14,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.205,15,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.219,16,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.233,17,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.246,18,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.26,19,0.0351940968685987,1
015data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.708,2.996,0.274,20,0.0351940968685987,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.012,1,-0.0208414152214292,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.023,2,-0.0220723860688165,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.035,3,-0.0303564671100904,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.046,4,-0.0365655398115031,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.058,5,-0.0293628990975278,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.07,6,-0.0256361356268703,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.081,7,-0.0185392069198534,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.093,8,-0.0237838805489178,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.104,9,-0.0165711891030505,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.116,10,-0.00669396467792674,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.128,11,0.00666304872466167,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.139,12,0.0221892488345271,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.151,13,0.0381166596013759,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.162,14,0.048641255044172,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.174,15,0.0485100000236814,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.186,16,0.0236745627567732,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.197,17,0.0535197991167894,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.209,18,0.0921724560073746,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.22,19,0.125943808856201,1
015dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.618,1.861,0.232,20,0.144108382228259,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.014,1,0.0102247675699625,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.029,2,-0.00192955087049016,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.043,3,-0.00348665789790107,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.057,4,-0.0126154215968276,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.072,5,-0.0156755554155078,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.086,6,-0.0215235911768985,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.1,7,-0.021853470701506,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.115,8,-0.0257583521066764,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.129,9,-0.0219393603102466,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.143,10,-0.0149514486572146,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.158,11,0.000402642645145722,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.172,12,-0.000402755050300675,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.186,13,0.021402917488942,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.201,14,0.042968100833377,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.215,15,0.0657356171233239,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.229,16,0.0855736931574946,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.244,17,0.110068345787303,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.258,18,0.126667366927604,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.272,19,0.138470575988239,1
015dine-unasp-alv-high-nst-mine-nasal-bilab-high-nst,dine,1.787,2.088,0.287,20,0.15220209682867,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.014,1,-0.0102483908838409,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.029,2,-0.0231674471594243,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.043,3,-0.0450656633042964,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.057,4,-0.0522935154478986,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.072,5,-0.0560070956217854,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.086,6,-0.0595974440290831,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.1,7,-0.0555557568491768,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.115,8,-0.0456043822261033,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.129,9,-0.0312503741855735,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.144,10,-0.0123348210424534,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.158,11,0.0101761031754087,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.172,12,0.0368599919500639,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.187,13,0.0637164598384651,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.201,14,0.0956605497764739,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.215,15,0.121145754029413,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.23,16,0.134893823012034,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.244,17,0.140550337641384,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.258,18,0.138984566120366,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.273,19,0.132599624517316,1
015doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.582,1.884,0.287,20,0.137900979982948,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.012,1,0.00407564234116199,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.024,2,-0.0380543140734024,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.036,3,-0.0717093444821927,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.048,4,-0.0685059469439781,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.06,5,-0.0694174545227961,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.072,6,-0.0569811835727233,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.084,7,-0.0498494164512182,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.096,8,-0.0388149641202907,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.108,9,-0.0287856932160371,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.12,10,-0.0179622774549149,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.132,11,-0.0040871887387846,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.144,12,0.01133848231734,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.156,13,0.0291038636582708,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.168,14,0.0464191014032176,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.18,15,0.0686433702870293,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.192,16,0.0992498865219581,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.204,17,0.128721942757397,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.216,18,0.147876578401379,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.228,19,0.14786724935173,1
015due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.52,2.772,0.24,20,0.146469163556671,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.015,1,0.014311832864595,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.03,2,-0.0103128131951982,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.044,3,-0.0172708354542024,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.059,4,-0.0260339846284104,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.074,5,-0.0357029502589385,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.089,6,-0.0404424472426325,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.104,7,-0.0333444116793048,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.118,8,-0.0199866960014876,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.133,9,-0.0169347586002874,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.148,10,-0.0199508813150734,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.163,11,-0.012547398457703,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.177,12,0.0102396170578406,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.192,13,0.0309187918287473,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.207,14,0.058386451928507,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.222,15,0.0730380266631409,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.237,16,0.0971207370876547,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.251,17,0.100510670194623,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.266,18,0.103797797639356,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.281,19,0.0877034974433423,1
015forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.382,2.692,0.296,20,0.0310831849846759,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.012,1,0.00162402711278915,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.024,2,0.00623569451036153,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.035,3,0.0183360140509172,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.047,4,0.0320722085573292,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.059,5,0.0407375510370688,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.071,6,0.0414016975239851,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.082,7,0.0401795401423867,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.094,8,0.0348528364277037,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.106,9,0.0196552531922346,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.118,10,0.00202632949351196,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.129,11,-0.00162585732401223,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.141,12,-0.00789680941723134,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.153,13,-0.00856043715199778,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.165,14,-0.0194019434724584,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.176,15,-0.0325311132089688,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.188,16,-0.0485568253363114,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.2,17,-0.0538685975997503,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.212,18,-0.0623596203757681,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.223,19,-0.0756459601256984,1
015fornyet-nasal-alv-high-st-NA-NA-NA-NA-NA,fornyet,2.59,2.837,0.235,20,-0.132725122490124,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.017,1,-0.0297647732341346,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.034,2,-0.0129440216583451,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.051,3,-0.0135141488393774,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.068,4,-0.0197801311745386,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.085,5,-0.0343369530334128,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.102,6,-0.0276837662701748,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.118,7,-0.0198204659886541,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.135,8,-0.0139363816764688,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.152,9,-0.0208758654734701,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.169,10,-0.0118224072049291,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.186,11,0.0117263134235883,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.203,12,0.0451979331455174,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.22,13,0.064712708298072,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.237,14,0.0961382983514234,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.254,15,0.129765352508458,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.271,16,0.166730160715076,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.288,17,0.186346815526422,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.305,18,0.198967933570401,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.321,19,0.174534598588192,1
015mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.595,2.95,0.338,20,0.23657351082874,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.013,1,-0.00638681594112956,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.027,2,0.0269462075955877,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.04,3,0.0404659380403359,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.053,4,0.0468870533566017,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.067,5,0.0543777451617737,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.08,6,0.0630556306596008,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.093,7,0.0642034283587599,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.107,8,0.057266147153516,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.12,9,0.0445495123803994,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.133,10,0.0206707190921999,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.147,11,0.00635866605870032,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.16,12,-0.0163186472450135,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.173,13,-0.0587694204035938,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.187,14,-0.086745693205016,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.2,15,-0.104180051355474,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.213,16,-0.120632961343178,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.227,17,-0.157804320704799,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.24,18,-0.149107378825615,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.253,19,-0.110988734979477,1
015mOler-nasal-bilab-low-st-NA-NA-NA-NA-NA,mOler,2.97,3.25,0.267,20,-0.0699850494462825,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.016,1,-0.0304414161075973,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.032,2,0.0124380535110498,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.049,3,0.0287656325221922,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.065,4,0.0335691488689959,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.081,5,0.0324102795479889,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.097,6,0.0220347456306412,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.114,7,0.0022492650168049,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.13,8,-0.0348781971065999,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.146,9,-0.0732311824214278,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.162,10,-0.0231527687303532,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.179,11,0.039075230035566,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.195,12,-0.0320248118493546,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.211,13,-0.00806404882703508,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.227,14,-0.0022527772587987,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.244,15,0.0270846662837353,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.26,16,0.0248187732210291,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.276,17,0.00673988399208763,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.292,18,-0.00653719093873131,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.309,19,-0.030744101485076,1
015mOlet-nasal-bilab-low-st-pElen-asp-bilab-low-st,mOlet,1.89,2.231,0.325,20,-0.0720258672690674,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.016,1,-0.0757557946976434,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.032,2,-0.0725920499525431,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.047,3,-0.0785541866721759,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.063,4,-0.0836274777290599,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.079,5,-0.0866259151561449,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.095,6,-0.0793590092233307,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.111,7,-0.0707087497373194,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.127,8,-0.0603506443429491,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.142,9,-0.0360422749412246,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.158,10,-0.00979017935108866,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.174,11,0.00972419040106867,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.19,12,0.05821225987424,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.206,13,0.0994634074664977,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.222,14,0.139197150307491,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.237,15,0.173911960382145,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.253,16,0.183696308098405,1
015maler-nasal-bilab-low-nst-NA-NA-NA-NA-NA,maler,1.652,1.984,0.269,17,0.189193616560285,1
