filename,interval_label,start,end,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,PC1,PC2,cluster
003Portugal-asp-bilab-low-nst-Polen-asp-bilab-high-st,Portugal,1.905,2.321,-0.172447777195313,-0.141258334112828,-0.104148065015219,-0.049244686919807,0.00640281972611869,0.000789653707345711,-0.0139774162471709,-0.00734020720958574,-0.000790086158045239,0.00567750434645581,0.0120669300442694,0.0183748427163735,0.0246055283145696,0.0229984089519508,0.00198099618118518,0.00857517510519861,0.00797081756542922,-0.00356310583783702,-0.0291820206352085,-0.0750347846323776,-0.1871300297615,-0.113190869725128,1
003bide-unasp-bilab-high-nst-NA-NA-NA-NA-NA,bide,2.368,2.647,-0.0876625815023398,-0.124054511163665,-0.138168374468997,-0.13778753511388,-0.120469593098925,-0.103938326646556,-0.0839877989021884,-0.0603134606860503,-0.0383086456973529,-0.0114874994994229,0.0113967520675587,0.0350666674819986,0.0629299754744063,0.0841631702671686,0.103392608298593,0.116111548839032,0.114731319778456,0.0875917361993231,0.0534794876292794,0.0402165679652366,0.0969842977360316,-0.0338090299590894,1
003bier-unasp-bilab-high-st-NA-NA-NA-NA-NA,bier,2.021,2.311,0.0259583919291578,0.0173743415158945,0.00723226996878884,-0.0142501694907571,-0.0470612410431714,-0.0767842735160052,-0.101838067069461,-0.105635788482768,-0.0769962221362377,-0.0315464520592016,0.00394247302855304,0.0224754115830118,0.0247692098601795,0.0197196608927624,0.01171469191253,0.00780763948956259,0.000135046187879455,-0.000135058830315617,-0.000135058830315617,-0.000135058830315617,-0.190902580603979,0.0551076379282962,1
003bilen-unasp-bilab-high-st-NA-NA-NA-NA-NA,bilen,2.071,2.403,-0.0244765625141331,-0.0924370480634305,-0.0768532955122869,-0.0809938442876843,-0.111764868102377,-0.106232453870377,-0.0816208316227182,-0.0581054411995052,-0.0356027854821097,-0.0140381591585547,0.0139028760211466,0.0240395954896466,0.0353953806484965,0.0434407481907435,0.0445223288002152,0.0388975260463824,0.0248284796111939,0.0223160639478217,0.0247925391242556,0.0307782334221497,-0.0606701823124789,-0.0362705366574678,1
003bule-unasp-bilab-high-nst-NA-NA-NA-NA-NA,bule,1.846,2.177,-0.16229793833918,-0.170759681930632,-0.16150149365468,-0.154898108357367,-0.133710358849231,-0.122263809811792,-0.100134491814104,-0.0676004429601041,-0.0472829576355091,-0.0168474351241221,0.0166529637562365,0.0449356033024466,0.0517034167619975,0.0712900795449605,0.0853699139244116,0.121086830585386,0.131241377880434,0.135893168889316,0.128880227385365,0.128880227385365,0.199119856176301,-0.0382188108372319,1
003byge-unasp-bilab-high-nst-NA-NA-NA-NA-NA,byge,1.823,2.06,-0.0269827603398498,-0.024329623227469,-0.0337671939028963,-0.0503059670022902,-0.0618607261083358,-0.0621821838482294,-0.0545438567889269,-0.0434197701057205,-0.0281699956898606,-0.0109834511622133,0.0109004639171007,0.0344318274523438,0.0595359675189234,0.0851216381362086,0.110115872149742,0.12633720384988,0.132435738042368,0.127359094401702,0.11571741119405,0.0904002328489792,0.0354175312726446,0.155018692686317,1
003dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.594,1.97,-0.227130497716604,-0.288376251562313,-0.275877923916971,-0.247708586259735,-0.217897205061212,-0.174241861273267,-0.126788602304203,-0.0721418676197889,-0.017972996111629,-0.00958889592985498,0.00952558375180457,0.0315569695321148,0.0383134408002405,0.0349138453150303,0.0349138453150303,0.0349138453150303,0.0349138453150303,0.0349138453150303,0.0349138453150303,0.0349138453150303,0.165648685510418,-0.325549425152739,1
003forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.021,2.345,-0.0842487402263749,-0.0675305556694449,-0.0731487535758065,-0.0730510754847457,-0.0634522839838582,-0.0515953165421649,-0.0375004822325823,-0.0248175403559712,-0.00960915755981644,0.00954557842400942,0.0221751470098178,0.0367335601257603,0.0725017249798071,0.109909553011094,0.127074372764907,0.133822535225913,0.116401644272139,0.0715518261005006,0.0175414098024306,-0.0324563780637053,-0.00921814552252412,0.0322802700845245,1
003melet-nasal-bilab-high-nst-NA-NA-NA-NA-NA,melet,1.853,2.226,-0.243508387632518,-0.218584984284375,-0.215728795732066,-0.212668143772965,-0.196091346711457,-0.16644360083037,-0.119835298278412,-0.0869498870170031,-0.0691885600819746,-0.0236310692874388,0.0232502266371395,0.0668796802158369,0.0739933486266109,0.0699379988975834,0.0565311844809125,0.0587828106599153,0.0753474292486139,0.0766002149415421,0.0532287751625196,0.0656020724642487,0.190748165032224,-0.219964916544064,1
003nEsen-nasal-alv-low-nst-NA-NA-NA-NA-NA,nEsen,1.995,2.352,-0.308788454235019,-0.274908271758743,-0.244724397794565,-0.203688564921227,-0.148988353580112,-0.0978448842376221,-0.0534703329678386,-0.0366773331750055,-0.0377409937876574,-0.0197744407792863,0.0195070612062143,0.0560448471430266,0.0901631730180043,0.122132048817153,0.121598702585454,0.104391553312029,0.091030521687883,0.0750033811452242,0.0713466143180125,0.069521297661787,0.216758052394064,-0.212974180992396,1
003pElen-asp-bilab-low-st-mOlet-nasal-bilab-low-st,pElen,1.782,2.114,-0.0942164517113007,-0.0668807561418912,-0.0119798796792066,-0.00172411494102794,-0.00709788307047459,-0.0187591270887001,-0.0135629648355323,-0.00841796615690378,-0.00332324651245105,0.00172205697006375,0.00671878617865165,0.0185642183569064,0.036284094619355,0.0427207027868633,0.0545832728455031,0.0522937809985224,0.0474884948944274,0.0376503606181622,0.0193947194721359,-0.0156143180466885,-0.158696384550493,0.044406515387113,1
003pilen-asp-bilab-high-st-NA-NA-NA-NA-NA,pilen,2.272,2.63,-0.137248904014727,-0.100876993473353,-0.0983550459895676,-0.0960746067726503,-0.108769118737043,-0.136603982174914,-0.123687731302945,-0.0884742165825678,-0.0554348471389823,-0.0243484788726203,0.023944358596467,0.0671001943369678,0.0725978117621856,0.0707575749286509,0.0646492572996285,0.0600324264025588,0.0495718314775879,0.0405448250758883,0.0274687045672652,0.0274687045672652,0.0251312896136175,-0.0717443744943918,1
003pinlig-asp-bilab-high-nst-NA-NA-NA-NA-NA,pinlig,1.719,2,-0.0806413185033924,-0.0793485739193348,-0.0715313698042534,-0.0819977469929659,-0.0677133627117003,-0.0613345179893891,-0.0528098020846688,-0.0372917041597277,-0.0201062922094506,-0.00898691967819605,0.00893128422536504,0.0301496806412884,0.0518757682566346,0.0595327747376435,0.0944137105058048,0.116555177612091,0.127831433306606,0.130508215949421,0.128835271548898,0.124111370265047,0.0710123744884238,0.0988328086961281,1
003poolen-asp-bilab-high-nst-NA-NA-NA-NA-NA,poolen,2.181,2.516,-0.14370482382089,-0.172566502583126,-0.167623211535624,-0.157912064171727,-0.141827021691346,-0.11711245132542,-0.0833911912721129,-0.049790258716907,-0.011743333474795,0.00432080703221713,0.0200925287507376,0.0255343902917076,0.0299087130040418,0.0241949094762029,0.0186898141185261,0.0131443822037902,0.0162650127745074,0.0178759115518173,0.0047462099294021,-0.00433378653853,-0.0117894916206739,-0.195356463677355,1
003tale-asp-alv-low-nst-NA-NA-NA-NA-NA,tale,1.818,2.11,-0.151875474311722,-0.155959230043786,-0.162376877604042,-0.169871304101425,-0.169116978588436,-0.154215298173879,-0.130699928705603,-0.0966424360505508,-0.0583075531697273,-0.0164739092627795,0.0262787140758537,0.0592930193575065,0.0797057437421232,0.0834377566677776,0.104815918293513,0.122717663753961,0.11415746304799,0.10094677734656,0.0609145123090575,0.016287918073036,0.175642789145986,-0.103792050576503,1
003tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.691,1.91,-0.0405729949208451,-0.0672642676910578,-0.0735601974504606,-0.066919746046761,-0.0535760543739941,-0.0374078826079011,-0.0192241437705792,-0.00583385172849397,-0.00994049298808675,-0.00836294369944594,0.00581035625514406,0.0177805381708925,0.0270518712753077,0.0451928476547931,0.078699103244387,0.083443922449769,0.0842844498499594,0.076368673332068,0.0717062902709835,0.0714020135807073,-0.0423690396653018,0.0657658888588515,1
003udueligt-unasp-alv-high-st-NA-NA-NA-NA-NA,udueligt,1.917,2.289,-0.100199604260067,-0.067450951076719,-0.0426767443555198,-0.0462054975187958,-0.0770375011246334,-0.105363971160848,-0.111938191052235,-0.0707906926779178,-0.0216586231285295,0.00698208364923597,0.0314094778272598,0.0508270084500514,0.0544966951582187,0.0494330296661542,0.016768730136335,0,0,0,0,0,-0.119088767822775,-0.0585748941612482,1
004Noma-nasal-alv-high-nst-NA-NA-NA-NA-NA,Noma,2.897,3.326,-0.271849139785884,-0.246398911195785,-0.228882381010978,-0.201567061550779,-0.17800937591271,-0.151447698712966,-0.103391406522618,-0.0686942121660603,-0.0278417221550114,-0.00791153672547875,0.00786838748744369,0.0315909377220431,0.05995861349197,0.0844011143295453,0.0752346774475261,0.0686050880613727,0.0589205483354304,0.0386334124781212,0.0140077581030367,0.0167505420057295,0.148423248028286,-0.264071806506018,1
004Polen-asp-bilab-high-st-Portugal-asp-bilab-low-nst,Polen,2.118,2.48,0.00464934189019847,-0.00960770936596669,0.00421086494459445,0.00669857786186206,0.00380737995511949,-0.000788106267624864,0.000787675980990793,0.0116564757113244,0.0190125141411301,0.0153790756056136,0.0100138760570391,0.00279879258301379,-0.0104363447018077,-0.0226948365890916,-0.0346455401188442,-0.0465282192473367,-0.0570748802119855,-0.0688148941981857,-0.0867035550113361,-0.112688045623788,-0.397526462923251,-0.0325464131853687,2
004Portugal-asp-bilab-low-nst-Polen-asp-bilab-high-st,Portugal,1.834,2.367,-0.00466411789227799,-0.0729088899319585,-0.0524748657018735,-0.000151188668774317,0.0799476763630896,0.0959687408998207,0.152737170470765,0.205105495030552,0.252713419650804,0.222139767572515,0.180845911839328,0.121599429062698,0.0550985350942222,0.000151172826467017,-0.0982765741767375,-0.108514213678454,-0.122461289813362,-0.144596736436499,-0.187411192866342,-0.258877092159707,-0.620460011132296,-0.187397079503873,2
004baner-unasp-bilab-low-nst-meter-nasal-bilab-high-st,baner,2.129,2.52,-0.279137373370905,-0.279137373370905,-0.280743991596139,-0.269051180468693,-0.245267097789274,-0.203476531691749,-0.162042237207608,-0.119368428726575,-0.0523439339203084,-0.0103521133339496,0.0153813535085881,0.0415733177072297,0.0756332332302403,0.112086844781788,0.121676962976123,0.125278741085184,0.121343779746082,0.106593364139794,0.0744479505434205,0.0102783602534265,0.332563688926488,-0.277826915500972,1
004basen-unasp-bilab-low-nst-byen-unasp-bilab-high-st,basen,1.704,2.176,-0.317874928256163,-0.32548405913988,-0.347553952549706,-0.331800051212448,-0.298139488299783,-0.241984350335143,-0.1798437651454,-0.111354887251059,-0.0603274395981312,-0.019232933972353,0.0189799043493119,0.0546526779240291,0.0880639060605721,0.119457931402462,0.149043232518366,0.092631567431262,0.104309680607664,0.106939135868569,0.0946757479140135,0.062173283451273,0.420751310289914,-0.358684913159641,1
004bide-unasp-bilab-high-nst-NA-NA-NA-NA-NA,bide,2.677,3.018,-0.126717538142069,-0.141679910874778,-0.15389411314134,-0.144021660487187,-0.131034720884247,-0.116116579269591,-0.0909734862606368,-0.0691032510433139,-0.0468629117168147,-0.0157999635091867,0.0156287998867432,0.0505513955924744,0.0730361559263417,0.0876353670930716,0.100268921691662,0.111370096688219,0.115578495670892,0.115930014904878,0.148129179070815,0.148129179070815,0.184134377728133,-0.0070333567727774,1
004bilen-unasp-bilab-high-st-NA-NA-NA-NA-NA,bilen,2.529,2.89,-0.0184931029638561,-0.0162252660707512,0.0160448162056844,0.0450386538804912,0.063980674092209,0.0807663925037307,0.105839362734592,0.127967525454562,0.128483388572671,0.102240513018677,0.0730986235069599,0.0303496974564369,-0.0206726804607251,-0.0797560046829961,-0.13617675536201,-0.186692611973947,-0.226909321467381,-0.258761188907916,-0.287821172838696,-0.325994229898537,-0.790979707190576,-0.244940897971522,2
004byen-unasp-bilab-high-st-basen-unasp-bilab-low-nst,byen,1.807,2.188,-0.0118694331794256,-0.0143265228743949,-0.00326772286743004,0.00507041624633853,0.00942429029117108,0.00913666127468781,0.0046552210035519,0.00059976863507792,0.00633104551470339,0.0104269333124674,0.0113883376758301,0.00928331545245033,0.00170813546152772,-0.000600018079360805,-0.00478912443537968,-0.0256730591021231,-0.028470796885463,-0.0329456499441819,-0.0481159114515205,-0.0529620318021507,-0.328535148867456,0.011173709529272,2
004byge-unasp-bilab-high-nst-NA-NA-NA-NA-NA,byge,1.966,2.25,-0.00122249677205744,-0.00184945362199306,-0.00949773834918128,-0.022075532957792,-0.0318381482499273,-0.0363239031993962,-0.0343358730664951,-0.0267590361555495,-0.0200803674419956,-0.0103846621360995,0.00122146174172658,0.00718013528596304,0.0178713452727671,0.030008896083957,0.042377797909834,0.050307879834966,0.057141187004605,0.0644718303482604,0.0529924573611374,0.0308026173872896,-0.139152074530597,0.10869625254846,1
004dOEren-unasp-alv-low-st-NA-NA-NA-NA-NA,dOEren,1.646,2.052,-0.179894390300873,-0.166638694851639,-0.1006009720155,-0.0393480437747853,-0.00153399314051951,0.00593886065160251,0.00150718633869881,-0.00150876254603337,-0.00462423148416444,-0.00273381506600842,0.0182946280342927,0.0343266567873824,0.0657785495419405,0.0774941251779723,0.0705548606796778,0.0450377884894732,0.0235713375451116,-0.00707869457714692,0.00229375909763429,-0.0284418956180068,-0.119777731908573,-0.079207910187177,1
004due-unasp-alv-high-nst-mOge-nasal-bilab-low-nst,due,2.482,2.801,-0.162496160252937,-0.162092173755696,-0.152698116743955,-0.140218471050687,-0.117211637673982,-0.104440248073458,-0.0816732910373425,-0.0621479170530643,-0.0348386102171329,-0.0117841831083389,0.0116887071958128,0.0461254327486141,0.0698156482961385,0.0911876442840185,0.106539272028071,0.121253679433715,0.132111445714845,0.137761480083609,0.135806223187091,0.145616967219736,0.194450096159832,-0.00936656713365573,1
004forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.242,2.52,-0.164919565133717,-0.139483131361687,-0.125434454624238,-0.104384185070929,-0.0942179054338861,-0.0836754329089374,-0.07097389007156,-0.0537215843730819,-0.0303598484144288,-0.0100692364612535,0.00999944542192929,0.0269956440889158,0.0456675314315919,0.0641932691717678,0.0842753436439228,0.0972600266103546,0.1048667096615,0.0985604664924981,0.094279907220434,0.0890103890152121,0.0912155479633516,-0.0215777838560531,1
004maler-nasal-bilab-low-st-NA-NA-NA-NA-NA,maler,2.036,2.421,-0.067828964294818,-0.019295836634471,0.0190411601368055,0.0611084768760458,0.102507666067851,0.135793951311352,0.148907467556464,0.140071603605382,0.120766411360888,0.0994640762060019,0.0635364740606236,0.0204393156414949,-0.0497406713971649,-0.104703756306173,-0.155279811685329,-0.168882009277862,-0.150524312287233,-0.095788213135089,-0.134886505439522,-0.151058675008998,-0.665667233415275,-0.0894611781789178,2
004melet-nasal-bilab-high-nst-NA-NA-NA-NA-NA,melet,2.154,2.636,-0.23207201990895,-0.232647049738315,-0.223839735781972,-0.206417135361327,-0.177643561479788,-0.150914989074619,-0.117472634430089,-0.0842580569148757,-0.0358436692058833,-0.011040684996785,0.0124403275917029,0.0381986356980061,0.0374768229520424,0.0358853876636954,0.0367632651089973,0.043680024737506,0.0361997413841588,0.0236652470332115,0.0109568339164685,0.0109568339164685,0.1035594250224,-0.272781640307306,1
004minus-nasal-bilab-high-nst-NA-NA-NA-NA-NA,minus,1.525,1.92,-0.304288095308531,-0.274563392143853,-0.237746648382705,-0.202333414089305,-0.163347312806205,-0.114840385855467,-0.0963931193245624,-0.0743503029369176,-0.0443320106051171,-0.0153242447991366,0.0151631806467336,0.0304754409416692,0.0417539920276745,0.0561786567900384,0.0685908007009719,0.0673251011282709,0.053001386962839,0.053001386962839,0.053001386962839,0.053001386962839,0.164583645398859,-0.259345781982761,1
004nEsen-nasal-alv-low-nst-NA-NA-NA-NA-NA,nEsen,2.107,2.55,-0.447574487010103,-0.410226370039123,-0.370005154580435,-0.295552003577754,-0.210581376871715,-0.130968265615301,-0.0673106490386431,-0.0089374053467101,0.00888237938827356,-0.021657645224376,0.00915656604346183,0.0382625116523751,0.065818425966646,0.0919647152633979,0.116824301735177,0.0858800220382809,0.0685037525508454,0.0573100457941442,0.0391932338179338,-0.00981288080962642,0.284561724593098,-0.442565757606114,1
