filename,interval_label,start,end,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,PC1,PC2,cluster
004nuet-nasal-alv-high-st-NA-NA-NA-NA-NA,nuet,1.93,2.301,-0.12883165069791,-0.0726929064155602,-0.0181305601369734,0.0149026774301965,0.0326181745403782,0.0325147387873555,0.0227710190848225,0.00886318350963884,-0.00575162907639926,-0.00135894458320234,0.00135766573176374,0.00423672566994413,0.00983123332262611,0.0079906756486261,0.00157449850416207,-0.0110661315997725,-0.0219120317191987,-0.0412112773058639,-0.077085270461331,-0.126679202406202,-0.329055379140917,-0.0554315880207031,2
004pEre-asp-bilab-low-nst-NA-NA-NA-NA-NA,pEre,2.006,2.32,-0.144945732038289,-0.170938255148473,-0.174177721404518,-0.163180879549581,-0.1460742906252,-0.12581494840915,-0.106053178849813,-0.0814984010528466,-0.0408414485087271,-0.00768715194063949,0.00764640927047965,0.0316488402402465,0.056322270312743,0.0755703592157154,0.103458775776553,0.122713843579455,0.168838323817528,0.158806498741383,0.149626479354401,0.102771444768828,0.233536466044609,-0.0258735143733299,1
004pilen-asp-bilab-high-st-NA-NA-NA-NA-NA,pilen,1.623,2.098,0.0586642703373385,0.056500176255749,0.0505771754680109,0.0329256642488525,-0.00110626555756727,0.00110541791770311,0.0438092651570943,0.0878036673724246,0.0419031527139258,0.0251389714020568,0.0103356936733125,-0.0151927762933759,-0.0559398205220833,-0.0958671828395334,-0.127269274303509,-0.170919138086403,-0.224230373411224,-0.251286792640722,-0.299625497823185,-0.277316585987118,-0.751974039292915,-0.192486873883052,2
004pinlig-asp-bilab-high-nst-NA-NA-NA-NA-NA,pinlig,1.636,1.954,-0.104230325326004,-0.127469818589923,-0.128225272973127,-0.0976968358236851,-0.0703667233793201,-0.0531638068071275,-0.0341170159834715,-0.0198839002727898,-0.00968427949572013,-0.00218214694978908,0.016034683834652,0.0332749035738187,0.0566104832231244,0.0767057661012637,0.078566709700456,0.0785252433064238,0.0873000170317248,0.0904570974832886,0.0633788909675908,0.00217885132974893,0.0118535819552825,-0.024799399019964,1
004sympatisk-asp-bilab-low-st-NA-NA-NA-NA-NA,sympatisk,1.943,2.298,-0.0121443305158627,-0.0180461297943923,-0.0032173179352158,0.0189679790801642,0.0347468508598914,0.0441701597960074,0.0454153698152546,0.049427059056001,0.0356725435012569,0.0485983677957627,0.0779601503036139,0.0830683175756646,0.00321015903730342,-0.0349160707335175,-0.0681774502372931,-0.115868069294169,-0.145444612587597,-0.145444612587597,-0.145444612587597,-0.145444612587597,-0.532024522750631,-0.115173455849094,2
004tOrne-asp-alv-low-nst-NA-NA-NA-NA-NA,tOrne,2.97,3.335,-0.10275464799614,-0.163287787484387,-0.188314197253625,-0.182994805742132,-0.166069993662294,-0.161734708682057,-0.152163561390131,-0.129344395863981,-0.0822932107487385,-0.0284437314320972,0.0278937689971366,0.0748851499036479,0.100960653169694,0.117393041160269,0.136634282898981,0.185426735923758,0.200511066257589,0.186216478637808,0.182709334490847,0.174789892373883,0.355469626649524,0.0245439828312581,1
004tale-asp-alv-low-nst-NA-NA-NA-NA-NA,tale,2.066,2.392,-0.0208585193101978,-0.0517473584165586,-0.0958687403918352,-0.123132109782315,-0.130562052341709,-0.125997484199356,-0.125315974144409,-0.112338217608533,-0.0824087475808074,-0.0318954033830925,0.0205612393171319,0.0684100258278916,0.124506368099546,0.177606495803995,0.2221055048307,0.261485345014564,0.288294442046687,0.29692094934927,0.301442288272458,0.304709630309119,0.438874232803254,0.302019462157965,1
004time-asp-alv-high-nst-NA-NA-NA-NA-NA,time,2.403,2.743,-0.0629920178544198,-0.0629920178544198,-0.0530838685279916,-0.0472097968674891,-0.0396569900447563,-0.0323438885146947,-0.0320284301890274,-0.0265269952578006,-0.00945304591752146,-0.00518152867618329,0.0051629854739241,0.0241591846464372,0.0372084063582963,0.0404572244130822,0.0354933455704875,0.0349305177556102,0.0328708194763963,0.0292447508954041,0.0220418367578421,0.0163855825992295,-0.132193212347063,0.0112028212853916,1
004torsken-asp-alv-low-nst-NA-NA-NA-NA-NA,torsken,1.827,2.293,0.00519959306481932,-0.0778384143698889,-0.147222302727954,-0.140044970127344,-0.0930718534858938,-0.0371639958888639,-0.0167412889178832,-0.00521840063569398,0.00607308211405385,0.0171343408218302,0.0279768871255409,0.0386115681255223,0.0490388154940998,0.0592720426203672,0.0693112739375973,0.066943813291566,0.014144398092878,-0.0502315849030062,-0.137018401564045,-0.18027788507538,-0.184751356150769,-0.156272230738209,1
004tydeligt-asp-alv-high-nst-NA-NA-NA-NA-NA,tydeligt,1.862,2.08,-0.00883642669839361,-0.0499518238793136,-0.0693378781822143,-0.0662672824074166,-0.0517354988268869,-0.0387330080331077,-0.0181480452022631,-0.000214181478850793,0.0119874845634508,0.0170108495236799,-0.00369502732729509,-0.00823001976028252,0.000214149686340573,0.00677567811357067,0.0248823746739646,0.0602888241302468,0.0791446778204955,0.0816898482720308,0.080813376418141,0.0745920411332705,-0.0845020818460365,0.0718220511989913,1
004udueligt-unasp-alv-high-st-NA-NA-NA-NA-NA,udueligt,1.62,1.941,-0.0187438678160511,-0.0183914859896403,-0.00136698960497289,0.0100114308706344,0.0167243436531404,0.00965883120770968,0.00956987792835963,0.00191989760471038,0.00949011408899924,0.00359147430021006,-0.0311646581180743,-0.0565379009248546,-0.0621931668590993,-0.043937458548014,0.0066384018497572,0.0105751054936369,0.00136569557419015,-0.00991045253119674,-0.0303578590320774,-0.0420166746914703,-0.31340293936246,0.0420270807530823,1
007Nilen-nasal-alv-high-st-NA-NA-NA-NA-NA,Nilen,2.391,2.626,-0.0332865001696242,-0.0167138046695506,-0.0164151069401608,-0.0139037879401206,-0.00159971832764493,-0.0074049926384691,-0.023895062440113,-0.0377793717855084,-0.0243471846788976,-0.011226842073065,0.00159794646011351,0.014131414526995,0.0311879769444927,0.042113906406797,0.0503701972844212,0.0621505273417705,0.0699755363130366,0.0706186969397182,0.0607453832950621,0.0620933140989476,-0.121159139207972,0.123893483190503,1
007Noma-nasal-alv-high-nst-NA-NA-NA-NA-NA,Noma,2.631,2.982,-0.17315750900059,-0.17315750900059,-0.163416010541312,-0.156601161344703,-0.131160067189833,-0.114538237204196,-0.0960804341172542,-0.0676314239760318,-0.0336679546889323,-0.0186160274466839,0.0183788697515953,0.0615024225912514,0.0814573558448915,0.108519991266658,0.130035345242809,0.128468225208965,0.132486498349806,0.146090081517428,0.151865036741299,0.151865036741299,0.237592355092063,-0.0179680484556141,1
007bager-unasp-bilab-low-nst-NA-NA-NA-NA-NA,bager,2.432,2.717,-0.00695330017547333,-0.00695330017547333,-0.0127123989035802,-0.0261616740069183,-0.0371785802072375,-0.0474192805917722,-0.0501090232496715,-0.0440792578593675,-0.0390308121261838,-0.026366202829257,0.00691994831029629,0.0606480356135658,0.108310447547002,0.138032676027316,0.173252548007881,0.206387287527385,0.235312157760438,0.262188427740715,0.2892854075955,0.325904646461208,0.244451706464698,0.380917267123637,1
007baner-unasp-bilab-low-nst-meter-nasal-bilab-high-st,baner,2.535,2.854,-0.06758168726103,-0.0696864283480531,-0.0756843786978364,-0.086404056357184,-0.0899682198144059,-0.0909736022726616,-0.0787053208580531,-0.0521945466708574,-0.0362524062363966,-0.0138799615662123,0.0137476959495523,0.0337000157912459,0.072393666655202,0.112508495120467,0.124382870025372,0.138313776766398,0.148659911794601,0.156148612716359,0.150981925746265,0.134167455720482,0.140623151659349,0.124802572003609,1
007basen-unasp-bilab-low-nst-byen-unasp-bilab-high-st,basen,1.813,2.13,-0.149844446243954,-0.157699877515183,-0.158377315792757,-0.153190523371718,-0.148058230111882,-0.137332472280687,-0.117747070647648,-0.0963581870464683,-0.0723775484628904,-0.0207476303753489,0.0204534805703781,0.0677776829892728,0.116310199008625,0.161135606337641,0.202568871677618,0.241038410465408,0.276899380955359,0.310451753420558,0.248185333168238,0.219603639612986,0.458192107187365,0.146255493946638,1
007byge-unasp-bilab-high-nst-NA-NA-NA-NA-NA,byge,2.012,2.227,-0.00142966924740442,-0.00502746970975584,-0.0389413834430676,-0.0495153341563207,-0.0534179413861731,-0.0549989210084573,-0.0501840281117645,-0.0420912063517235,-0.0260270388528281,-0.0211447213015525,0.00142825388880723,0.00966379390885649,0.0235259458502676,0.0361476912908032,0.0571223604872363,0.0727677908765951,0.0792984176758023,0.0813745486179051,0.0792629208951693,0.0709617715970359,-0.0662442828363088,0.112604121177281,1
007dalen-unasp-alv-low-st-NA-NA-NA-NA-NA,dalen,1.966,2.283,-0.0199283584838096,-0.082216499772914,-0.0621891654475465,-0.0354540322652377,-0.0167257028638342,0.00686187615668557,0.00554991768959804,-0.0119199744329086,-0.0313268932456573,-0.037254926113926,-0.0404429865307958,-0.00557135019780016,0.0313635425614205,0.0659937420244961,0.0864020528450807,0.106050802443292,0.11899411011308,0.106537089342015,0.0932571971192086,0.0747492692987131,-0.0336680215984853,0.132872320853655,1
007data-unasp-alv-low-nst-NA-NA-NA-NA-NA,data,2.446,2.793,-0.121774682606683,-0.142484385820677,-0.148878463838792,-0.147017162167709,-0.147205474501038,-0.140665980850767,-0.112212277536412,-0.0822174227632624,-0.0511133526372579,-0.0197381312888584,0.0194717261304202,0.0521815697328031,0.0831392765246174,0.112511346164498,0.140431820343589,0.16702254029418,0.21963530226972,0.197235265214617,0.165334481332091,0.146495751499619,0.295499012665607,0.0554189947778209,1
007dele-unasp-alv-high-nst-NA-NA-NA-NA-NA,dele,1.782,1.996,-0.038986238800529,-0.038986238800529,-0.0385422309382703,-0.0345503858199799,-0.0290664113929879,-0.0253306537067716,-0.0176354204710354,-0.0176152462782326,-0.0113887551639401,-0.00800424281917299,0.00796007924484545,0.0154837952812542,0.0243295206863553,0.0253860984474161,0.0152929245594848,0.0214176798551672,0.026693630586601,0.0254939975945545,0.0254939975945545,0.0254939975945545,-0.169836351160207,0.0355177035774333,1
007doven-unasp-alv-low-nst-NA-NA-NA-NA-NA,doven,1.733,1.978,-0.107885693401923,-0.107634315336199,-0.10565481626239,-0.103936989950194,-0.0930859064332156,-0.0807647747493832,-0.0679184008129271,-0.0550366421269095,-0.035626237683314,-0.0124935079100193,0.0123862443538249,0.0444209354977473,0.0697886956380608,0.097568799623898,0.128787658928503,0.141297482731359,0.174693136225326,0.194798831505613,0.211712577617489,0.227594685677488,0.222988007890438,0.137876070753498,1
007forneden-nasal-alv-high-nst-NA-NA-NA-NA-NA,forneden,2.178,2.369,-0.0738832531649588,-0.0866548224292345,-0.0809187269284068,-0.0730859856276243,-0.0681724438501397,-0.0634325621599887,-0.0471299514989529,-0.0342934381679267,-0.0251796251983307,-0.00879382431769384,0.00874054689716184,0.0189863015630447,0.0252754983314897,0.0301689270570911,0.0360849617136128,0.0479221128361733,0.0553181481412243,0.0599352433597479,0.0644337749033028,0.068019669317172,-0.0495844064707456,0.00800732647290276,1
007mOge-nasal-bilab-low-nst-due-unasp-alv-high-nst,mOge,2.52,2.792,-0.129979307504502,-0.122446927515355,-0.121391896857785,-0.121099738508929,-0.116910309086697,-0.107770182925007,-0.0958688372911768,-0.0746190907071102,-0.0462635372579117,-0.016935890815534,0.0167393838702903,0.0450934972972865,0.0730118226977835,0.113069662254268,0.142612881434849,0.161538909076548,0.160355601965111,0.1561356384778,0.144603478608772,0.119929545691318,0.211270021906673,0.0539573851352024,1
